inventory_move_id,movement_date,warehouse_id,product_id,movement_type,quantity_signed,unit_cost_vnd,reference_document,reference_line,batch_no,expiry_date
IM00000536,2026-05-15,WH01,P012,Sales Issue,-27,258900.0,SO000174,SOL0000301,,
IM00000537,2026-05-16,WH01,P002,PO Receipt,28,316538.22811472,PO000165,POL0000165,B2604166,2028-05-15
IM00000538,2026-05-16,WH01,P006,PO Receipt,23,478270.5275,PO000183,POL0000183,B2605184,2029-05-15
IM00000539,2026-05-16,WH01,P002,Sales Issue,-7,312300.0,SO000012,SOL0000019,,
IM00000540,2026-05-16,WH01,P002,Sales Issue,-21,315500.0,SO000014,SOL0000024,,
IM00000541,2026-05-17,WH01,P003,PO Receipt,102,354940.1677,PO000185,POL0000185,B2605186,2028-05-16
IM00000542,2026-05-17,WH01,P003,Sales Issue,-37,309600.0,SO000036,SOL0000068,,
IM00000543,2026-05-20,WH01,P001,PO Receipt,68,486850.5765,PO000186,POL0000186,B2605187,2028-05-19
IM00000544,2026-05-20,WH01,P001,QA Rejection,-1,486850.5765,PO000186,POL0000186,B2605187,
IM00000545,2026-05-21,WH01,P026,PO Receipt,21,4329044.61994512,PO000169,POL0000169,B2604170,2029-05-20
IM00000546,2026-05-21,WH01,P001,Cycle Count Adjustment,-3,469000.0,ADJ,,,
IM00000547,2026-05-21,WH01,P026,Sales Issue,-16,3895000.0,SO000034,SOL0000064,,
IM00000548,2026-05-22,WH01,P023,PO Receipt,12,2496096.54467766,PO000167,POL0000167,B2604168,2029-05-21
IM00000549,2026-05-22,WH01,P024,PO Receipt,12,3458497.3200522903,PO000168,POL0000168,B2604169,2029-05-21
IM00000550,2026-05-22,WH01,P012,PO Receipt,52,287242.5753,PO000188,POL0000188,B2605189,2029-05-21
IM00000551,2026-05-22,WH01,P023,Sales Issue,-5,2560400.0,SO000034,SOL0000063,,
IM00000552,2026-05-22,WH01,P024,Sales Issue,-4,3504000.0,SO000034,SOL0000065,,
IM00000553,2026-05-22,WH01,P012,Sales Issue,-24,258900.0,SO000174,SOL0000301,,
IM00000554,2026-05-23,WH01,P027,PO Receipt,4,3367154.73465282,PO000181,POL0000181,B2605182,2029-05-22
IM00000555,2026-05-23,WH01,P011,Sales Issue,-35,204200.0,SO000104,SOL0000183,,
IM00000556,2026-05-24,WH01,P004,PO Receipt,17,506188.12038852,PO000172,POL0000172,B2604173,2028-05-23
IM00000557,2026-05-24,WH01,P002,PO Receipt,70,317493.8845576,PO000182,POL0000182,B2605183,2028-05-23
IM00000558,2026-05-24,WH01,P004,Sales Issue,-17,472200.0,SO000012,SOL0000020,,
IM00000559,2026-05-24,WH01,P002,Sales Issue,-4,315500.0,SO000014,SOL0000024,,
IM00000560,2026-05-24,WH01,P002,Sales Issue,-9,332200.0,SO000171,SOL0000297,,
IM00000561,2026-05-24,WH01,P002,Sales Issue,-20,317100.0,SO000157,SOL0000282,,
IM00000562,2026-05-26,WH01,P022,PO Receipt,15,1609809.84863946,PO000166,POL0000166,B2604167,2029-05-25
IM00000563,2026-05-26,WH01,P022,Sales Issue,-10,1663000.0,SO000034,SOL0000066,,
IM00000564,2026-05-26,WH01,P020,Sales Issue,-24,269100.0,SO000038,SOL0000071,,
IM00000565,2026-05-27,WH01,P004,PO Receipt,51,505392.16731093,PO000175,POL0000175,B2604176,2028-05-26
IM00000566,2026-05-27,WH01,P004,Sales Issue,-8,467600.0,SO000036,SOL0000069,,
IM00000567,2026-05-27,WH01,P001,Sales Issue,-30,482800.0,SO000095,SOL0000170,,
IM00000568,2026-05-29,WH01,P001,Sales Issue,-22,491300.0,SO000150,SOL0000271,,
IM00000569,2026-05-29,WH01,P003,Sales Issue,-19,324700.0,SO000150,SOL0000272,,
IM00000570,2026-05-30,WH01,P011,PO Receipt,56,203308.766,PO000190,POL0000190,B2605191,2028-05-29
IM00000571,2026-05-30,WH01,P011,Sales Issue,-20,204200.0,SO000104,SOL0000183,,
IM00000572,2026-05-30,WH01,P001,Sales Issue,-6,456400.0,SO000037,SOL0000070,,
IM00000573,2026-05-30,WH01,P002,Sales Issue,-34,309400.0,SO000015,SOL0000027,,
IM00000574,2026-05-30,WH01,P006,Sales Issue,-36,427900.0,SO000015,SOL0000028,,
IM00000575,2026-05-31,WH01,P001,Sales Issue,-26,471200.0,SO000015,SOL0000026,,
IM00000576,2026-05-31,WH01,P007,Sales Issue,-29,129300.0,SO000096,SOL0000171,,
IM00000577,2026-06-02,WH01,P005,Sales Issue,-29,475900.0,SO000016,SOL0000029,,
IM00000578,2026-06-03,WH01,P001,PO Receipt,32,486850.5765,PO000192,POL0000192,B2605193,2028-06-02
IM00000579,2026-06-04,WH01,P026,PO Receipt,9,4134911.3344136,PO000187,POL0000187,B2605188,2029-06-03
IM00000580,2026-06-04,WH01,P001,Sales Issue,-9,483100.0,SO000039,SOL0000074,,
IM00000581,2026-06-05,WH01,P020,PO Receipt,24,270845.9024,PO000191,POL0000191,B2605192,2027-06-05
IM00000582,2026-06-05,WH01,P001,PO Receipt,24,486850.5765,PO000193,POL0000193,B2605194,2028-06-04
IM00000583,2026-06-05,WH01,P003,PO Receipt,24,354940.1677,PO000194,POL0000194,B2605195,2028-06-04
IM00000584,2026-06-05,WH01,P006,Sales Issue,-18,451900.0,SO000039,SOL0000072,,
IM00000585,2026-06-05,WH01,P003,Sales Issue,-28,307500.0,SO000039,SOL0000073,,
IM00000586,2026-06-08,WH01,P002,PO Receipt,28,317805.23682192,PO000189,POL0000189,B2605190,2028-06-07
IM00000587,2026-06-09,WH01,P006,PO Receipt,36,478270.5275,PO000196,POL0000196,B2605197,2029-06-08
IM00000588,2026-06-09,WH01,P006,Sales Issue,-36,451900.0,SO000039,SOL0000072,,
IM00000589,2026-06-10,WH01,P001,PO Receipt,32,486850.5765,PO000199,POL0000199,B2606200,2028-06-09
IM00000590,2026-06-11,WH01,P023,PO Receipt,4,2502488.80126572,PO000178,POL0000178,B2605179,2029-06-10
IM00000591,2026-06-11,WH01,P024,PO Receipt,6,3467354.1899221805,PO000179,POL0000179,B2605180,2029-06-10
IM00000592,2026-06-12,WH01,P005,PO Receipt,48,486273.7277,PO000198,POL0000198,B2606199,2028-06-11
IM00000593,2026-06-12,WH01,P003,PO Receipt,24,354940.1677,PO000200,POL0000200,B2606201,2028-06-11
IM00000594,2026-06-12,WH01,P005,Sales Issue,-12,475900.0,SO000016,SOL0000029,,
IM00000595,2026-06-18,WH01,P025,PO Receipt,3,3866938.9734511203,PO000180,POL0000180,B2605181,2029-06-17
IM00000596,2026-06-20,WH01,P003,Sales Issue,-13,319000.0,SO000173,SOL0000300,,
IM00000597,2026-06-21,WH01,P007,PO Receipt,164,118730.51362367999,PO000197,POL0000197,B2605198,2028-06-20
IM00000598,2026-06-21,WH01,P007,Sales Issue,-134,129300.0,SO000096,SOL0000171,,
IM00000599,2026-06-23,WH01,P002,PO Receipt,35,318191.64451264,PO000195,POL0000195,B2605196,2028-06-22
IM00000600,2026-06-24,WH01,P020,Sales Issue,-25,266000.0,SO000017,SOL0000030,,
IM00000601,2026-06-25,WH01,P006,PO Receipt,60,468765.65876416,PO000201,POL0000201,B2606202,2029-06-24
IM00000602,2026-06-25,WH01,P006,Sales Issue,-5,451900.0,SO000039,SOL0000072,,
IM00000603,2026-06-25,WH01,P006,Sales Issue,-55,453400.0,SO000173,SOL0000299,,
IM00000604,2026-06-27,WH01,P004,Sales Issue,-24,483600.0,SO000040,SOL0000076,,
IM00000605,2026-06-28,WH01,P001,Sales Issue,-26,476600.0,SO000040,SOL0000075,,
IM00000606,2026-07-01,WH01,P022,PO Receipt,6,1613932.4125813202,PO000177,POL0000177,B2605178,2029-06-30
IM00000607,2026-07-01,WH01,P006,PO Receipt,98,478270.5275,PO000202,POL0000202,B2606203,2029-06-30
IM00000608,2026-07-01,WH01,P006,QA Rejection,-2,478270.5275,PO000202,POL0000202,B2606203,
IM00000609,2026-07-01,WH01,P006,Sales Issue,-44,453400.0,SO000173,SOL0000299,,
IM00000610,2026-07-01,WH01,P005,Sales Issue,-10,470200.0,SO000018,SOL0000032,,
IM00000611,2026-07-01,WH01,P004,Sales Issue,-13,473200.0,SO000018,SOL0000033,,
IM00000612,2026-07-02,WH01,P006,Sales Issue,-25,456600.0,SO000018,SOL0000031,,
IM00000613,2026-07-02,WH01,P002,Sales Issue,-16,317600.0,SO000128,SOL0000221,,
IM00000614,2026-07-02,WH01,P006,Sales Issue,-9,442300.0,SO000128,SOL0000222,,
IM00000615,2026-07-03,WH01,P003,Sales Issue,-8,309800.0,SO000128,SOL0000223,,
IM00000616,2026-07-05,WH01,P003,Sales Issue,-10,305300.0,SO000055,SOL0000104,,
IM00000617,2026-07-05,WH01,P005,Sales Issue,-4,474300.0,SO000070,SOL0000128,,
IM00000618,2026-07-06,WH01,P001,PO Receipt,36,486850.5765,PO000205,POL0000205,B2606206,2028-07-05
IM00000619,2026-07-07,WH01,P005,Sales Issue,-12,453300.0,SO000019,SOL0000034,,
IM00000620,2026-07-08,WH01,P004,Sales Issue,-6,469300.0,SO000019,SOL0000035,,
IM00000621,2026-07-11,WH01,P005,Sales Issue,-10,468400.0,SO000056,SOL0000105,,
IM00000622,2026-07-12,WH01,P005,PO Receipt,12,486273.7277,PO000207,POL0000207,B2607208,2028-07-11
IM00000623,2026-07-12,WH01,P006,PO Receipt,36,478270.5275,PO000208,POL0000208,B2607209,2029-07-11
IM00000624,2026-07-12,WH01,P003,PO Receipt,24,354940.1677,PO000209,POL0000209,B2607210,2028-07-11
IM00000625,2026-07-12,WH01,P005,Sales Issue,-12,468400.0,SO000056,SOL0000105,,
IM00000626,2026-07-15,WH01,P003,Sales Issue,-13,313300.0,SO000020,SOL0000036,,
IM00000627,2026-07-17,WH01,P005,PO Receipt,16,486273.7277,PO000210,POL0000210,B2607211,2028-07-16
IM00000628,2026-07-17,WH01,P005,Sales Issue,-7,468400.0,SO000056,SOL0000105,,
IM00000629,2026-07-22,WH01,P001,Sales Issue,-40,473300.0,SO000057,SOL0000107,,
IM00000630,2026-07-23,WH01,P003,PO Receipt,24,354940.1677,PO000212,POL0000212,B2607213,2028-07-22
IM00000631,2026-07-23,WH01,P006,Sales Issue,-9,452600.0,SO000057,SOL0000108,,
IM00000632,2026-07-27,WH01,P004,PO Receipt,32,501239.98577300995,PO000204,POL0000204,B2606205,2028-07-26
IM00000633,2026-07-27,WH01,P004,Sales Issue,-8,469300.0,SO000019,SOL0000035,,
IM00000634,2026-07-27,WH01,P004,Sales Issue,-19,454200.0,SO000056,SOL0000106,,
IM00000635,2026-07-27,WH01,P002,Sales Issue,-17,316600.0,SO000097,SOL0000172,,
IM00000636,2026-07-28,WH01,P003,Sales Issue,-15,313100.0,SO000097,SOL0000173,,
IM00000637,2026-07-29,WH01,P001,PO Receipt,40,486850.5765,PO000213,POL0000213,B2607214,2028-07-28
IM00000638,2026-07-29,WH01,P001,QA Rejection,-1,486850.5765,PO000213,POL0000213,B2607214,
IM00000639,2026-07-30,WH01,P001,Sales Issue,-11,466300.0,SO000043,SOL0000081,,
IM00000640,2026-07-31,WH01,P004,PO Receipt,13,502025.85276365996,PO000206,POL0000206,B2607207,2028-07-30
IM00000641,2026-08-01,WH01,P005,PO Receipt,28,430128.69441798003,PO000211,POL0000211,B2607212,2028-07-31
IM00000642,2026-08-02,WH01,P020,PO Receipt,165,279135.55463541,PO000203,POL0000203,B2606204,2027-08-02
IM00000643,2026-08-02,WH01,P020,Sales Issue,-140,266000.0,SO000017,SOL0000030,,
IM00000644,2026-08-02,WH01,P003,Sales Issue,-39,325900.0,SO000071,SOL0000130,,
IM00000645,2026-08-02,WH01,P002,Sales Issue,-33,314300.0,SO000071,SOL0000131,,
IM00000646,2026-08-03,WH01,P001,Sales Issue,-16,485900.0,SO000071,SOL0000129,,
IM00000647,2026-08-05,WH01,P023,Sales Issue,-7,2598500.0,SO000168,SOL0000294,,
IM00000648,2026-08-06,WH01,P001,Sales Issue,-12,481600.0,SO000145,SOL0000265,,
IM00000649,2026-08-08,WH01,P003,Sales Issue,-16,313500.0,SO000042,SOL0000080,,
IM00000650,2026-08-09,WH01,P003,PO Receipt,54,354940.1677,PO000217,POL0000217,B2608218,2028-08-08
IM00000651,2026-08-09,WH01,P003,Sales Issue,-51,313500.0,SO000042,SOL0000080,,
IM00000652,2026-08-09,WH01,P001,Sales Issue,-12,456300.0,SO000072,SOL0000132,,
IM00000653,2026-08-09,WH01,P003,Sales Issue,-3,312500.0,SO000072,SOL0000133,,
IM00000654,2026-08-09,WH01,P006,Sales Issue,-8,447200.0,SO000072,SOL0000134,,
IM00000655,2026-08-11,WH01,P001,PO Receipt,28,486850.5765,PO000218,POL0000218,B2608219,2028-08-10
IM00000656,2026-08-11,WH01,P006,Sales Issue,-13,429500.0,SO000041,SOL0000078,,
IM00000657,2026-08-11,WH01,P004,Sales Issue,-16,455900.0,SO000041,SOL0000079,,
IM00000658,2026-08-12,WH01,P001,Sales Issue,-14,457600.0,SO000041,SOL0000077,,
IM00000659,2026-08-13,WH01,P022,Sales Issue,-11,1778000.0,SO000152,SOL0000275,,
IM00000660,2026-08-14,WH01,P024,Sales Issue,-5,3470900.0,SO000098,SOL0000174,,
IM00000661,2026-08-15,WH01,P026,Sales Issue,-12,3903200.0,SO000098,SOL0000175,,
IM00000662,2026-08-16,WH01,P003,PO Receipt,66,354940.1677,PO000220,POL0000220,B2608221,2028-08-15
IM00000663,2026-08-16,WH01,P003,Sales Issue,-12,312500.0,SO000072,SOL0000133,,
IM00000664,2026-08-18,WH01,P005,Sales Issue,-27,473000.0,SO000132,SOL0000234,,
IM00000665,2026-08-19,WH01,P006,PO Receipt,17,478270.5275,PO000221,POL0000221,B2608222,2029-08-18
IM00000666,2026-08-19,WH01,P001,PO Receipt,36,486850.5765,PO000224,POL0000224,B2608225,2028-08-18
IM00000667,2026-08-19,WH01,P003,Sales Issue,-8,316300.0,SO000132,SOL0000233,,
IM00000668,2026-08-22,WH01,P002,PO Receipt,30,309848.62290402,PO000214,POL0000214,B2607215,2028-08-21
IM00000669,2026-08-22,WH01,P002,Sales Issue,-9,314300.0,SO000071,SOL0000131,,
IM00000670,2026-08-22,WH01,P002,Sales Issue,-12,313700.0,SO000132,SOL0000232,,
IM00000671,2026-08-22,WH01,P001,Sales Issue,-17,463200.0,SO000144,SOL0000263,,
IM00000672,2026-08-22,WH01,P003,Sales Issue,-22,326000.0,SO000144,SOL0000264,,
IM00000673,2026-08-23,WH01,P002,PO Receipt,42,316893.68235824,PO000216,POL0000216,B2608217,2028-08-22
IM00000674,2026-08-23,WH01,P006,PO Receipt,13,478270.5275,PO000223,POL0000223,B2608224,2029-08-22
IM00000675,2026-08-24,WH01,P004,PO Receipt,33,504432.42457194,PO000215,POL0000215,B2607216,2028-08-23
IM00000676,2026-08-25,WH01,P001,Sales Issue,-5,465100.0,SO000172,SOL0000298,,
IM00000677,2026-08-26,WH01,P003,PO Receipt,24,354940.1677,PO000229,POL0000229,B2608230,2028-08-25
IM00000678,2026-08-26,WH01,P002,Sales Issue,-20,334700.0,SO000146,SOL0000266,,
IM00000679,2026-08-29,WH01,P023,PO Receipt,6,2588947.85022216,PO000219,POL0000219,B2608220,2029-08-28
IM00000680,2026-08-30,WH01,P003,PO Receipt,18,354940.1677,PO000230,POL0000230,B2608231,2028-08-29
IM00000681,2026-08-30,WH01,P018,Sales Issue,-30,232100.0,SO000147,SOL0000267,,
IM00000682,2026-08-31,WH01,P021,Sales Issue,-26,97600.0,SO000147,SOL0000268,,
IM00000683,2026-08-31,WH01,P006,Sales Issue,-29,441200.0,SO000099,SOL0000177,,
